Time,AGPnorm,Energy,Entropy
0,0,1,2.13561766920965e-19
99.9999999999986,0.00244240131791123,0.999999999999113,0.00860854145894592
199.999999999993,0.00678724316749311,1.00000000000004,0.025158235660885
300,0.01470194772061,0.999999999999089,0.0492550793038816
400.000000000022,0.0233941345595631,1.00000000000019,0.0787364471530044
500.000000000045,0.034248686138291,0.999999999999471,0.115162273878355
600.000000000068,0.0461352108601443,1.00000000000346,0.159603319491002
700.000000000091,0.0575115941621666,1.00000000002152,0.215934625942465
800.000000000113,0.0822055958921369,1.00000000010619,0.284462641741589
900.000000000136,0.141682059588305,1.00000000027123,0.357789364198731
1000.00000000016,0.39266952241621,1.00000000050391,0.422311118355069
1100.0000000001,1.00918699636002,1.00000000070414,0.472126928432982
1200,2.27346419658131,1.00000000081112,0.506514349950816
1299.99999999991,4.31322458219879,1.00000000099778,0.529145828908347
1399.99999999982,7.21625655889607,1.00000000095735,0.541994019771293
1499.99999999973,10.8844095704717,1.00000000112589,0.548388623099932
1599.99999999964,15.1986416440713,1.0000000010256,0.549583470251906
1699.99999999955,19.923712328144,1.00000000104881,0.548263842451899
1799.99999999946,24.8822028918906,1.00000000101806,0.543695516869194
1899.99999999937,29.8302335882673,1.00000000097592,0.537102658008162
1999.99999999928,34.6277778114524,1.00000000096031,0.532092823255307
2099.99999999919,39.090128943088,1.00000000088392,0.522237328339411
2199.99999999909,43.1427604985987,1.00000000082834,0.516389838758436
2299.999999999,46.6910359729089,1.00000000072513,0.514669281790976
2399.99999999891,49.7039357583948,1.00000000070729,0.494977750107259
2499.99999999882,52.1491557062544,1.00000000071659,0.499794007274926
2599.99999999873,54.0862206878276,1.00000000068714,0.510808541649242
2699.99999999864,55.5009006333231,1.00000000058875,0.469782090376026
2799.99999999855,56.3487374025349,1.0000000005468,0.466384165851849
2899.99999999846,56.8262999722894,1.00000000066116,0.524916450580002
2999.99999999837,57.0579751268744,1.00000000064447,0.504690843104459
3099.99999999828,56.8974313502284,1.00000000039892,0.410458565619387
3199.99999999819,56.3163040436582,1.00000000042996,0.441433777306007
