Time,AGPnorm
0,0
99.9999999999986,0.00473607410178747
199.999999999993,0.0116991561406006
300,0.180208320006056
400.000000000022,1.56604748196148
500.000000000045,4.20482123449529
600.000000000068,6.95225283707491
700.000000000091,8.93616156861262
800.000000000113,9.94480084904814
900.000000000136,10.2170072186671
1000.00000000016,9.89294354864761
1100.0000000001,9.39645504528528
1200,8.97124534231044
1299.99999999991,8.40928552107866
1399.99999999982,7.79826199178179
1499.99999999973,7.38677422544721
1599.99999999964,7.03228124047008
1699.99999999955,6.91225444501235
1799.99999999946,6.71839422351442
1899.99999999937,6.35303304227112
1999.99999999928,6.08883721930729
2099.99999999919,5.79288314256785
2199.99999999909,5.54664823768685
2299.999999999,5.39628638379383
2399.99999999891,5.23883918293498
2499.99999999882,5.50820934418468
2599.99999999873,6.2322393141912
2699.99999999864,6.69702671543007
2799.99999999855,6.79557306345986
2899.99999999846,6.70349670275099
2999.99999999837,6.587099457472
3099.99999999828,6.40909052952875
3199.99999999819,6.22072181153669
3299.99999999809,6.11389317681531
3399.999999998,6.04723573196444
3499.99999999791,5.95693064464928
3599.99999999782,5.8353004594335
3699.99999999773,5.70469438308642
3799.99999999764,5.57279540930588
3899.99999999755,5.44478578273211
3999.99999999746,5.31687402040655
4099.99999999738,5.19172852793067
4199.99999999775,5.08499331239992
4299.99999999811,5.05072392126592
4399.99999999848,5.15931696755701
4499.99999999884,5.42560038631991
4599.9999999992,5.67157095056576
4699.99999999957,5.69686228750481
4799.99999999993,5.61927729088341
4900.00000000029,5.80166786793767
5000.00000000066,6.60604548484888
5100.00000000102,8.15723662143069
5200.00000000139,10.1557627284893
5300.00000000175,12.0377782174171
5400.00000000211,13.4852881619504
5500.00000000248,14.4267065903194
5600.00000000284,15.0001146064949
5700.00000000321,15.2890263797119
5800.00000000357,15.4211478471166
5900.00000000393,15.4198338450895
6000.0000000043,15.3282825093222
6100.00000000466,15.204085003306
6200.00000000502,15.0314069421464
6300.00000000539,14.8430211026927
6400.00000000575,14.6526940842453
6500.00000000612,14.4590453679805
6600.00000000648,14.2629225702154
6700.00000000684,14.0722153262715
6800.00000000721,13.8745398100807
6900.00000000757,13.6823957616186
7000.00000000793,13.4995654439149
7100.0000000083,13.3255885597926
7200.00000000866,13.1538729885529
7300.00000000903,12.9778407178046
7400.00000000939,12.819736539692
7500.00000000975,12.6772317140033
7600.00000001012,12.5342618793909
7700.00000001048,12.3969358552076
7800.00000001084,12.2613834045986
7900.00000001121,12.1216081353142
8000.00000001157,11.9851085513101
8100.00000001194,11.8545971343161
8200.0000000123,11.7173378171621
8300.00000001266,11.5812701604336
8400.00000001303,11.4483541838811
8500.00000001339,11.3167994122151
8600.00000001376,11.1890832824087
8700.00000001412,11.0633615194199
8800.00000001448,10.9444292091152
8900.00000001485,10.8288571846924
9000.00000001521,10.718231807257
9100.00000001557,10.6238830943783
9200.00000001594,10.5605716904112
9300.0000000163,10.539584613189
9400.00000001667,10.5580545294519
9500.00000001703,10.5769934267641
9600.00000001739,10.5425192095455
9700.00000001776,10.4575871269152
9800.00000001812,10.3787053897986
9900.00000001848,10.379870317051
10000.0000000188,10.4797114528751
10100.0000000192,10.6507896804817
10200.0000000196,10.8305521547467
10300.0000000199,10.9935631332968
10400.0000000203,11.1306806171488
10500.0000000207,11.2641896231182
10600.000000021,11.3656249272416
10700.0000000214,11.4470183620467
10800.0000000218,11.5220468547362
10900.0000000221,11.5599603417308
11000.0000000225,11.5532014825873
11100.0000000229,11.5404122946626
11200.0000000232,11.5189993422115
11300.0000000236,11.4715237041979
11400.0000000239,11.3998853605582
11500.0000000243,11.3269934106845
11600.0000000247,11.2558781307009
11700.000000025,11.1856398991386
11800.0000000254,11.1044760148688
11900.0000000258,11.0199614215866
12000.0000000261,10.9394693887197
12100.0000000265,10.8657249537318
12200.0000000269,10.7915215715469
12300.0000000272,10.7128231536183
12400.0000000276,10.6391618361128
12500.0000000279,10.5617183383917
12600.0000000283,10.4840854366024
12700.0000000287,10.4072141359568
12800.000000029,10.333982169815
12900.0000000294,10.2618106441984
13000.0000000298,10.1888026275264
13100.0000000301,10.1172102856135
13200.0000000305,10.0456760697343
13300.0000000309,9.97476492579522
13400.0000000312,9.90725753746902
13500.0000000316,9.8410088272557
13600.0000000319,9.77196805106288
13700.0000000323,9.70933134606546
13800.0000000327,9.64678930460538
13900.000000033,9.5811860594816
14000.0000000334,9.52036294006218
14100.0000000338,9.46640656388658
14200.0000000341,9.42476324776688
