Time,AGPnorm
0,0
99.9999999999986,0.00682859730226542
199.999999999993,0.0221448497255094
300,0.703471873262236
400.000000000022,2.79816880581512
500.000000000045,5.03549898082957
600.000000000068,6.48002074260348
700.000000000091,7.03270822632818
800.000000000113,6.89471059224422
900.000000000136,6.55524474753387
1000.00000000016,6.06698850941922
1100.0000000001,5.70604595919954
1200,5.2911285514923
1299.99999999991,4.86668247886141
1399.99999999982,4.57595197523132
1499.99999999973,4.4581081835974
1599.99999999964,4.39321572001218
1699.99999999955,4.14085794242257
1799.99999999946,3.95089735297077
1899.99999999937,3.75003867453978
1999.99999999928,3.56162491022719
2099.99999999919,3.44321376393611
2199.99999999909,3.4037197036415
2299.999999999,3.82251130968962
2399.99999999891,4.22631338359304
2499.99999999882,4.32320569281151
2599.99999999873,4.28365135881329
2699.99999999864,4.19831407570642
2799.99999999855,4.08501916655419
2899.99999999846,3.96257882794578
2999.99999999837,3.90517712155351
3099.99999999828,3.84704897928807
3199.99999999819,3.7741876754215
3299.99999999809,3.69859985351082
3399.999999998,3.6141285307235
3499.99999999791,3.52206574617551
3599.99999999782,3.43139498664091
3699.99999999773,3.34446852582799
3799.99999999764,3.26187451231832
3899.99999999755,3.21105865820469
3999.99999999746,3.25058882495476
4099.99999999738,3.39494748862405
4199.99999999775,3.50790474846675
4299.99999999811,3.47909819554787
4399.99999999848,3.51701751631827
4499.99999999884,3.97035812961038
4599.9999999992,5.00435217164603
4699.99999999957,6.28406194049283
4799.99999999993,7.36497638100045
4900.00000000029,8.09942890343924
5000.00000000066,8.55116727103661
5100.00000000102,8.79839997929518
5200.00000000139,8.91279972989955
5300.00000000175,8.94929414948108
5400.00000000211,8.91505731133359
5500.00000000248,8.83613342741504
5600.00000000284,8.74977470662099
5700.00000000321,8.63345911148362
5800.00000000357,8.51567833103161
5900.00000000393,8.41099543176031
6000.0000000043,8.29210634407623
6100.00000000466,8.17612161361433
6200.00000000502,8.05510312040087
6300.00000000539,7.93321319194942
6400.00000000575,7.82294890003522
6500.00000000612,7.72572957791961
6600.00000000648,7.63101765254583
6700.00000000684,7.5412201335863
6800.00000000721,7.45751851427996
6900.00000000757,7.36991836808626
7000.00000000793,7.28324076193416
7100.0000000083,7.20782804804777
7200.00000000866,7.13333096708114
7300.00000000903,7.05274977529114
7400.00000000939,6.98484614973046
7500.00000000975,6.90995948358305
7600.00000001012,6.83406737579931
7700.00000001048,6.76286134638512
7800.00000001084,6.68175346432725
7900.00000001121,6.6021540882746
8000.00000001157,6.52377187849423
8100.00000001194,6.44578417124691
8200.0000000123,6.37460508266931
8300.00000001266,6.32258183642579
8400.00000001303,6.28961329362773
8500.00000001339,6.27413427038051
8600.00000001376,6.24441958991941
8700.00000001412,6.18361144869955
8800.00000001448,6.1286756884892
8900.00000001485,6.13492420978243
9000.00000001521,6.21949858384065
9100.00000001557,6.34975786581291
9200.00000001594,6.47570484667869
9300.0000000163,6.60774393733075
9400.00000001667,6.72633870223572
9500.00000001703,6.8377695058125
9600.00000001739,6.94624820891506
9700.00000001776,7.05339695703298
9800.00000001812,7.14138369048047
9900.00000001848,7.2265771572426
10000.0000000188,7.28666119271334
10100.0000000192,7.31841763067
10200.0000000196,7.35414709828853
10300.0000000199,7.39034668208401
10400.0000000203,7.4034617530514
10500.0000000207,7.39647189004197
10600.000000021,7.40701178005976
10700.0000000214,7.43461867818592
10800.0000000218,7.45705971307486
10900.0000000221,7.45356640901711
11000.0000000225,7.43929030346292
11100.0000000229,7.43637039132121
11200.0000000232,7.42493018890705
11300.0000000236,7.42534414697909
11400.0000000239,7.44293215539677
11500.0000000243,7.43946799593391
11600.0000000247,7.43214875364116
11700.000000025,7.41607898197441
