Time,AGPnorm,Energy,Entropy
0,0,1,-2.00214156488433e-17
1000.00000000016,0.0722990687460873,1.00000000009626,0.298344718502328
1999.99999999928,50.5455374313278,1.00000000070344,0.537617053007945
2999.99999999837,113.398692065184,1.0000000004218,0.468004980745544
3999.99999999746,127.944785823894,1.00000000022255,0.369543833650485
5000.00000000066,118.614917993829,1.00000000052713,0.520686170339544
6000.0000000043,105.699412784198,1.00000000051144,0.508330358897515
7000.00000000793,95.778970352651,1.00000000015637,0.230032660149991
8000.00000001157,80.7741210669009,1.00000000029293,0.416682854366397
9000.00000001521,71.9208366758174,1.00000000016793,0.371512412083916
10000.0000000188,69.7327434528618,1.00000000057239,0.524612034729163
11000.0000000225,62.2795838549625,1.0000000003417,0.476373799096421
12000.0000000261,57.236205970915,1.0000000003687,0.505523117316252
13000.0000000298,53.1099447095616,1.00000000054733,0.561719933755804
14000.0000000334,57.6351989578029,1.00000000014364,0.229331143410279
15000.000000037,63.42535620578,1.00000000046513,0.528188651170123
16000.0000000407,61.4079893569014,1.00000000035884,0.499378452385042
17000.0000000331,58.4993329598845,1.00000000030224,0.506516051641752
18000.0000000186,55.1951510251959,1.00000000039789,0.551872325569891
19000.000000004,54.2771273080665,1.00000000036943,0.476899285054017
19999.9999999895,52.5013548402551,1.0000000004039,0.554891618080547
20999.9999999749,50.5052501140298,1.00000000039504,0.555516161642781
21999.9999999603,48.6521367536036,1.00000000042486,0.544885219251333
22999.9999999458,46.5861761261317,1.0000000003478,0.554617125776024
23999.9999999312,44.672908566114,1.00000000038011,0.561942836441035
24999.9999999167,44.1555253751912,1.00000000057845,0.580925964091478
25999.9999999021,49.31556756803,1.00000000056556,0.571179005028878
26999.9999998876,48.7692769168949,1.0000000001879,0.383150694340398
27999.999999873,57.3966952063023,1.00000000010071,0.229911644510993
28999.9999998585,83.1742088311545,1.00000000041583,0.386482706429439
29999.9999998439,98.8847744716909,1.00000000046549,0.511025533996031
30999.9999998294,104.706908956311,1.00000000041007,0.574116787303136
31999.9999998148,105.597627882438,1.00000000038885,0.559410274856242
32999.9999998003,104.231819016854,1.00000000034902,0.519083355349197
33999.9999997857,102.040238787057,1.00000000047017,0.539220311091154
34999.9999997712,99.6187656861155,1.00000000042245,0.539913233011751
35999.9999997566,97.2157516433263,1.00000000033275,0.519302102677646
36999.9999997421,94.8359986364399,1.00000000036751,0.541746576422245
37999.9999997275,92.4721873210996,1.00000000041616,0.544754143711671
38999.999999713,90.1505012205596,1.00000000041654,0.556144906940715
39999.9999996984,88.0200605846461,1.00000000039061,0.545692857956071
40999.9999996839,86.0230971928739,1.00000000040316,0.543248170066979
41999.9999996693,84.1132816032941,1.00000000043122,0.535058939842703
42999.9999996548,82.3756037157391,1.00000000034808,0.52137504320856
43999.9999996402,80.7430701891955,1.00000000036089,0.547112281385199
44999.9999996257,79.1098766302032,1.0000000003244,0.568188081384427
45999.9999996111,77.5061265800322,1.00000000035188,0.562833272363494
46999.9999995966,75.8970851648861,1.00000000037208,0.547533846190322
47999.999999582,74.3482743546754,1.00000000042112,0.571809459830499
48999.9999995675,72.870453711851,1.00000000040072,0.55217825482164
49999.9999995529,71.5105604878598,1.00000000042461,0.550980237371747
50999.9999995383,70.4271304607489,1.00000000034803,0.578882690482395
51999.9999995238,69.2703686084836,1.00000000041858,0.56000072338608
52999.9999995092,68.5182261297636,1.00000000035217,0.59012534318794
